english,basque,context
internal rate of return, EBT,Technological Sciences > Projects
internal rate of return, errendimenduko barne-tasa,Technological Sciences > Projects
internal rate of return, etekinen barne-tasa,Technological Sciences > Projects
ion channel,ioi-kanal,Life sciences > Cell biology
ion channel,ioi-hodi,Chemistry > Organic chemistry
isolate,bakartze,Medical Sciences > Microbiology
isolate, isolamendu,Medical Sciences > Microbiology
isolate,isolatu,Physics > Electro-magnetism
isolator,ebakigailu,Technological Sciences > Electrical technology and engineering
isolator,isolagailu,Physics > Electro-magnetism
isolator,isolatzaile,Physics > Aplied Physics
isolator,isolagailu,Technological Sciences > Telecommunications technology
join,konbinazio,Technological Sciences > Computer technology
join,lotu,Technological Sciences > Mechanical engineering and technology
joint,juntura,Technological Sciences > Mechanical engineering and technology
joint, giltzadura,Technological Sciences > Mechanical engineering and technology
joint,diaklasa,Earth and Space Sciences > Geology
joint,ardatz-giltzadura,Technological Sciences > Construction technology
joint, artikulazio,Technological Sciences > Construction technology
joint, giltzadura,Technological Sciences > Construction technology
joint,giltzadura,Medical Sciences > Pharmacology
joint,juntura,Technological Sciences > Environmental technology and engineering
joint, diaklasa,Technological Sciences > Environmental technology and engineering
joint,artikulazio,Life sciences > Human physiology
kernel,kernel,Physics > Theoretical physics
kernel,nukleo,Mathematics > Algebra
key,txabeta,Technological Sciences > Industrial technology
key,txabeta,Technological Sciences > Electrical technology and engineering
key,gako,Technological Sciences > Computer technology
Kirchhoff's current law,Kirchhoff-en korapiloen lege,Technological Sciences > Electronic technology
Kirchhoff's current law, Kirchhoffen korronteen lege,Technological Sciences > Electronic technology
Kirchhoff's current law, KKL,Technological Sciences > Electronic technology
Kirchhoff's current law, korapiloen lege,Technological Sciences > Electronic technology
Kirchhoff's current law, korronteen lege,Technological Sciences > Electronic technology
Kirchhoff's current law,Kirchhoff-en 1. legea,Technological Sciences > Electrical technology and engineering
Kirchhoff's voltage law,Kirchhoff-en mailen lege,Technological Sciences > Electronic technology
Kirchhoff's voltage law, Kirchhoffen tentsioen lege,Technological Sciences > Electronic technology
Kirchhoff's voltage law, KTL,Technological Sciences > Electronic technology
Kirchhoff's voltage law, mailen lege,Technological Sciences > Electronic technology
Kirchhoff's voltage law, tentsioen lege,Technological Sciences > Electronic technology
Kirchhoff's voltage law,Kirchhoff-en 2. legea,Technological Sciences > Electrical technology and engineering
laboratory equipment,laborategiko tresna,Chemistry > Physical chemistry
laboratory equipment,laborategiko tresneria,Chemistry > Organic chemistry
lag,atzeratu,Technological Sciences > Electrical technology and engineering
lag,atzerapen,Economic Sciences > Econometrics
lamp,lanpara,Physics > Optics
lamp,bonbilla,Technological Sciences > Electrical technology and engineering
land,lursail,Technological Sciences > Environmental technology and engineering
land,lurreratu,Physics > Aplied Physics
land,lursail,Technological Sciences > Projects
land,lur,Technological Sciences > Construction technology
land, lursail,Technological Sciences > Construction technology
landslide,lerradura,Technological Sciences > Environmental technology and engineering
landslide, lerrakuntza,Technological Sciences > Environmental technology and engineering
landslide,luizi,Technological Sciences > Mechanical engineering and technology
landslip,luizi,Technological Sciences > Mechanical engineering and technology
landslip,lerradura,Technological Sciences > Environmental technology and engineering
landslip, lerrakuntza,Technological Sciences > Environmental technology and engineering
lattice,sareta,Technological Sciences > Mechanical engineering and technology
lattice, sareta-hesi,Technological Sciences > Mechanical engineering and technology
lattice,sareta,Technological Sciences > Electrical technology and engineering
lattice,erretikulu,Physics > Optics
lattice,sare kristalino,Chemistry > Physical chemistry
lattice,sare,Physics > Thermodynamics
lattice,sareta,Technological Sciences > Computer technology
lattice,erretikulu,Mathematics > Algebra
law of conservation of energy,energiaren iraupen lege,Technological Sciences > Environmental technology and engineering
law of conservation of energy,energiaren kontserbazio-printzipio,Technological Sciences > Electronic technology
law of conservation of energy,energiaren kontserbazioaren teorema,Physics > Mechanics
leaching,lixibiazio,Technological Sciences > Environmental technology and engineering
leaching,erauzketa,Chemistry > Analytical chemistry
lead,aurreratu,Technological Sciences > Electrical technology and engineering
lead,aurreratze,Technological Sciences > Projects
lead time,epe,Technological Sciences > Projects
lead time,lead time,Economic Sciences > Organization and management of enterprises
legislation,araudi,Technological Sciences > Environmental technology and engineering
legislation, arautegi,Technological Sciences > Environmental technology and engineering
legislation, legedi,Technological Sciences > Environmental technology and engineering
legislation, legeria,Technological Sciences > Environmental technology and engineering
legislation,ordenamendu,Medical Sciences > Nutritional sciences
level,galga,Technological Sciences > Construction technology
level, nibel,Technological Sciences > Construction technology
level,maila,Technological Sciences > Projects
level,maila,Physics > Fluids (physics of)
level,maila,Medical Sciences > Pharmaceutical Technology
level,gradu,Medical Sciences > Pharmacology
level, maila,Medical Sciences > Pharmacology
level,maila,Chemistry > Analytical chemistry
light,argi,Physics > Optics
light,argi,Medical Sciences > Medical diagnostic and Treatment Technology
light,isiotu,Technological Sciences > Chemical technology and engineering
light, piztu,Technological Sciences > Chemical technology and engineering
light,argi,Physics > Electro-magnetism
likelihood ratio test,egiantz-arrazoiaren proba,Mathematics > Statistics
likelihood ratio test, egiantz-arrazoiaren testa,Mathematics > Statistics
likelihood ratio test,egiantzen arrazoiaren proba,Economic Sciences > Econometrics
limb,alpe,Earth and Space Sciences > Geology
limb,linbo,Technological Sciences > Construction technology
line,lerro,Technological Sciences > Telecommunications technology
line,lerro,Physics > Fluids (physics of)
line,zuzen,Economic Sciences > Econometrics
line,zuzen,Mathematics > Algebra
line,zuzen,Technological Sciences > Construction technology
line, lerro,Technological Sciences > Construction technology
line,linea,Technological Sciences > Electrical technology and engineering
line, linea elektriko,Technological Sciences > Electrical technology and engineering
line,lerro,Mathematics > Analysis and functional analysis
line,lerro,Physics > General Physics specialities
line of sight,begi-lerro,Technological Sciences > Construction technology
line of sight, ikuslerro,Technological Sciences > Construction technology
line of sight,ikuspen zuzeneko ibilbide,Technological Sciences > Telecommunications technology
line of sight,proiekzio-izpi,Technological Sciences > Industrial technology
line of sight, proiekzio-lerro,Technological Sciences > Industrial technology
line segment,segmentu,Technological Sciences > Mechanical engineering and technology
line segment, segmentu lineal,Technological Sciences > Mechanical engineering and technology
line segment, zuzenki,Technological Sciences > Mechanical engineering and technology
line segment,segmentu,Physics > Electro-magnetism
line segment, segmentu lineal,Physics > Electro-magnetism
line segment,segmentu,Mathematics > Analysis and functional analysis
line segment, zuzenki,Mathematics > Analysis and functional analysis
line segment,lerro-segmentu,Technological Sciences > Telecommunications technology
line segment, segmentu lineal,Technological Sciences > Telecommunications technology
link,kate-maila,Economic Sciences > Organization and management of enterprises
link,lotura-adar,Technological Sciences > Electrical technology and engineering
link,esteka,Physics > Electro-magnetism
link,estekatu,Technological Sciences > Computer technology
link, lotu,Technological Sciences > Computer technology
link, esteka,Technological Sciences > Computer technology
link, lotura,Technological Sciences > Computer technology
link,lotura,Technological Sciences > Telecommunications technology
link,esteka,Technological Sciences > Instrumentation technology
link, lotura,Technological Sciences > Instrumentation technology
link,kate-maila,Technological Sciences > Mechanical engineering and technology
link,lotura,Medical Sciences > Pharmaceutical Technology
liquid layer,fase likido,Chemistry > Organic chemistry
liquid layer,likido-geruza,Technological Sciences > Environmental technology and engineering
liquid-solid chromatography,likido-solido kromatografia,Life sciences > Biochemistry and Molecular Biology
liquid-solid chromatography,solido-likido kromatografia,Chemistry > Organic chemistry
location,kokapen,Technological Sciences > Projects
location,lokalizazio,Medical Sciences > Medical diagnostic and Treatment Technology
location,kokapen,Medical Sciences > Pharmacology
lock,sarraila,Technological Sciences > Computer technology
lock, blokeaketa,Technological Sciences > Computer technology
lock, blokeo,Technological Sciences > Computer technology
lock, erreserba,Technological Sciences > Computer technology
lock,itxitura,Medical Sciences > Pharmaceutical Technology
lumped element,osagai bereizi,Technological Sciences > Electronic technology
lumped element, osagai diskretu,Technological Sciences > Electronic technology
lumped element,elementu kontzentratu,Physics > Electro-magnetism
lysogenic cycle,ziklo lisogeniko,Life sciences > Microbiology
lysogenic cycle,fase lisogeniko,Life sciences > Biochemistry and Molecular Biology
lytic cycle,ziklo litiko,Medical Sciences > Microbiology
lytic cycle,ziklo litiko,Life sciences > Microbiology
lytic cycle,fase litiko,Life sciences > Biochemistry and Molecular Biology
machine,makina,Physics > Aplied Physics
machine,makina,Technological Sciences > Computer technology
machine,makina,Medical Sciences > Pharmaceutical Technology
machine, aparatu,Medical Sciences > Pharmaceutical Technology
machine,makina,Technological Sciences > Electrical technology and engineering
machine,mekanizatu,Technological Sciences > Mechanical engineering and technology
mad cow disease,behi eroen gaitz,Life sciences > Microbiology
mad cow disease,behi-eroen gaitz,Medical Sciences > Microbiology
mad cow disease, behi-eroen gaixotasun,Medical Sciences > Microbiology
male,ar,Life sciences > Animal Biology
male,gizon,Medical Sciences > Pharmacology
male,ar,Life sciences > Cell biology
manufacture,manufaktura,Economic Sciences > Organization and management of enterprises
manufacture, fabrikatu,Economic Sciences > Organization and management of enterprises
manufacture,fabrikazio,Technological Sciences > Instrumentation technology
manufacturing,fabrikazio,Economic Sciences > Organization and management of enterprises
manufacturing,ekoizpen,Medical Sciences > Pharmaceutical Technology
map,aplikazio,Mathematics > Algebra
map,mapa,Technological Sciences > Construction technology
map,mapa,Technological Sciences > Environmental technology and engineering
map,aplikazio,Mathematics > Analysis and functional analysis
map, funtzio,Mathematics > Analysis and functional analysis
map,aplikazio,Mathematics > Topology
mapping,mapaketa,Technological Sciences > Telecommunications technology
mapping, mapping,Technological Sciences > Telecommunications technology
mapping,aplikazio,Mathematics > Analysis and functional analysis
mapping, funtzio,Mathematics > Analysis and functional analysis
mapping,aplikazio,Mathematics > Topology
mapping,egokitzapen,Technological Sciences > Computer technology
mask,maskara,Technological Sciences > Electronic technology
mask,estalketa,Medical Sciences > Pharmacology
mask,maskara,Technological Sciences > Computer technology
mass transfer,masa-transferentzia,Chemistry > Analytical chemistry
mass transfer,masa-garraio,Chemistry > Physical chemistry
mass transfer,masa-transferentzia,Technological Sciences > Environmental technology and engineering
mass transfer, materia-transferentzia,Technological Sciences > Environmental technology and engineering
mass transfer,masa-transferentzia,Technological Sciences > Food technology
material,material,Physics > Aplied Physics
material,materia,Technological Sciences > Environmental technology and engineering
material, materia biodegradagarri,Technological Sciences > Environmental technology and engineering
matrix element,matrizearen osagai,Technological Sciences > Telecommunications technology
matrix element,matrize-elementu,Physics > Thermodynamics
matrix element,matrize-osagai,Technological Sciences > Environmental technology and engineering
mean value,batezbesteko,Technological Sciences > Telecommunications technology
mean value,batez besteko balio,Mathematics > Analysis and functional analysis
measurement,neurketa,Life sciences > Animal Biology
measurement,neurketa,Technological Sciences > Instrumentation technology
measurement,neurri,Physics > General Physics specialities
measurement,neurketa,Medical Sciences > Pharmaceutical Technology
measurement,neurri,Technological Sciences > Projects
measurement, neurketa,Technological Sciences > Projects
measurement,neurketa,Technological Sciences > Construction technology
measurement,neurketa,Physics > Electro-magnetism
measurement,neurri,Medical Sciences > Pharmacology
measurement,neurketa,Chemistry > Analytical chemistry
measurement,neurketa,Technological Sciences > Electrical technology and engineering
measurement,neurketa,Technological Sciences > Electronic technology
meter,metro,Physics > Aplied Physics
meter,neurgailu,Technological Sciences > Electronic technology
meter,metro,Chemistry > Physical chemistry
meter,metro,Physics > Electro-magnetism
meter, neurgailu,Physics > Electro-magnetism
meter,metro,Physics > General Physics specialities
mill,fresatu,Technological Sciences > Mechanical engineering and technology
mill,errota,Medical Sciences > Pharmaceutical Technology
minor,minor,Mathematics > Algebra
minor,azpideterminante,Mathematics > Analysis and functional analysis
mode,modu,Physics > Electro-magnetism
mode,moda,Economic Sciences > Econometrics
mode,modu,Physics > General Physics specialities
mode,moda,Mathematics > Statistics
mode,modu,Technological Sciences > Instrumentation technology
model,eredu,Technological Sciences > Telecommunications technology
model, modelo,Technological Sciences > Telecommunications technology
model, modelatu,Technological Sciences > Telecommunications technology
model,eredu,Technological Sciences > Electrical technology and engineering
model, modelo,Technological Sciences > Electrical technology and engineering
model,modelo,Physics > Aplied Physics
model,eredu,Mathematics > Analysis and functional analysis
model,eredu,Economic Sciences > Econometrics
model,maketa,Technological Sciences > Projects
model,eredu,Physics > Electro-magnetism
model,eredu,Medical Sciences > Pharmacology
molar absorptivity,absortzio molarraren koefiziente,Life sciences > Biochemistry and Molecular Biology
molar absorptivity, iraungitze molarreko koefiziente,Life sciences > Biochemistry and Molecular Biology
molar absorptivity, xurgapen molarreko koefiziente,Life sciences > Biochemistry and Molecular Biology
molar absorptivity,absortibitate molar,Chemistry > Organic chemistry
molecular weight,masa molekular,Chemistry > Organic chemistry
molecular weight,masa molekular,Chemistry > Analytical chemistry
molecular weight,masa molekular,Technological Sciences > Environmental technology and engineering
molecular weight, pisu molekular,Technological Sciences > Environmental technology and engineering
molecular weight,pisu molekular,Chemistry > Physical chemistry
molecular weight,pisu molekular,Life sciences > Microbiology
molecular weight,pisu molekular,Life sciences > Human physiology
molecular weight,pisu molekular,Medical Sciences > Pharmaceutical Technology
molecular weight,masa molekular,Life sciences > Biochemistry and Molecular Biology
molecular weight, pisu molekular,Life sciences > Biochemistry and Molecular Biology
momentum,higidura-kantitate,Physics > Electro-magnetism
momentum, momentu lineal,Physics > Electro-magnetism
momentum,momentu,Physics > Thermodynamics
momentum,higidura-kantitate,Physics > Fluids (physics of)
momentum,momentu,Physics > General Physics specialities
momentum, momentu lineal,Physics > General Physics specialities
momentum,momentu lineal,Physics > Mechanics
momentum,higidura kantitate,Technological Sciences > Environmental technology and engineering
momentum, higidura-kantitate,Technological Sciences > Environmental technology and engineering
money market,diruaren merkatu,Economic Sciences > Economic theory
money market,merkatu monetario,Economic Sciences > General economics
monitoring,ikuskapen,Technological Sciences > Telecommunications technology
monitoring,monitorizazio,Technological Sciences > Instrumentation technology
mould,molde,Technological Sciences > Mechanical engineering and technology
mould, moldeatu,Technological Sciences > Mechanical engineering and technology
mould,lizun,Life sciences > Microbiology
mould,lizun,Technological Sciences > Environmental technology and engineering
mountain range,mendikate-lerro,Technological Sciences > Environmental technology and engineering
mountain range, mendilerro,Technological Sciences > Environmental technology and engineering
mountain range,mendikate,Earth and Space Sciences > Geology
mouth,ibai-aho,Technological Sciences > Environmental technology and engineering
mouth,aho,Life sciences > Animal Biology
mouth,aho,Medical Sciences > Pharmacology
moving average,batezbesteko higikorrak,Economic Sciences > Econometrics
moving average,batezbesteko mugikor,Technological Sciences > Environmental technology and engineering
mutagen,konposatu mutageniko,Life sciences > Biochemistry and Molecular Biology
mutagen,mutageno,Life sciences > Microbiology
mutagenic agent,konposatu mutageniko,Life sciences > Biochemistry and Molecular Biology
mutagenic agent,eragile mutageniko,Medical Sciences > Microbiology
neck,lepo,Medical Sciences > Pharmacology
neck,tximinia,Technological Sciences > Environmental technology and engineering
node,korapilo,Technological Sciences > Electrical technology and engineering
node,korapilo,Technological Sciences > Electronic technology
node,nodo,Physics > Aplied Physics
node,nodo,Physics > General Physics specialities
node,nodo,Technological Sciences > Computer technology
nominal GDP,Barne Produktu Gordin nominal,Economic Sciences > Economic theory
nominal GDP, BPG nominal,Economic Sciences > Economic theory
nominal GDP,barne-produktu gordin nominal,Economic Sciences > General economics
nominal GDP, barne-produktu gordina prezio konstantetan,Economic Sciences > General economics
nominal GDP, BPGd nominal,Economic Sciences > General economics
NOT gate,EZ atea,Technological Sciences > Computer technology
NOT gate, NOT ate,Technological Sciences > Computer technology
NOT gate,alderanzgailu,Technological Sciences > Electronic technology
NOT gate, inbertsore,Technological Sciences > Electronic technology
NOT gate, NOT ate logiko,Technological Sciences > Electronic technology
nutrient,elikagai,Life sciences > Cell biology
nutrient,elikagai,Life sciences > Animal Biology
nutrient, nutriente,Life sciences > Animal Biology
nutrient,mantenugai,Technological Sciences > Food technology
nutrient,elikagai,Technological Sciences > Environmental technology and engineering
nutrient, mantenugai,Technological Sciences > Environmental technology and engineering
nutrient, nutriente,Technological Sciences > Environmental technology and engineering
ocean energy,ozeaniar energia,Technological Sciences > Electrical technology and engineering
ocean energy,itsas energia,Earth and Space Sciences > Metereology and Oceanography
operating cycle,ustiapen-ziklo,Economic Sciences > Economic accounting
operating cycle, ustiapeneko ziklo,Economic Sciences > Economic accounting
operating cycle,lan-ziklo,Technological Sciences > Electronic technology
operation,eragiketa,Technological Sciences > Electrical technology and engineering
operation,operazio,Technological Sciences > Instrumentation technology
operation,funtzionamendu,Medical Sciences > Pharmaceutical Technology
operation,eragiketa,Technological Sciences > Telecommunications technology
operation,eragiketa,Mathematics > Analysis and functional analysis
operation,eragiketa,Physics > General Physics specialities
operation,eragiketa,Technological Sciences > Environmental technology and engineering
operation,eragiketa,Economic Sciences > Organization and management of enterprises
operation,operazio,Technological Sciences > Electronic technology
operation,eragiketa,Technological Sciences > Computer technology
operation,eragiketa,Mathematics > Algebra
optimize,optimizatu,Mathematics > Analysis and functional analysis
optimize,hobereneratze,Economic Sciences > Economic theory
optimize, optimizatze,Economic Sciences > Economic theory
order,ordena,Mathematics > Analysis and functional analysis
order, maila,Mathematics > Analysis and functional analysis
order,ordena,Chemistry > Physical chemistry
order,ordena,Physics > General Physics specialities
order,xedapen,Technological Sciences > Projects
order,ordena,Life sciences > Microbiology
order,ordena,Physics > Thermodynamics
order,maila,Technological Sciences > Telecommunications technology
order, ordena,Technological Sciences > Telecommunications technology
order,agindu,Medical Sciences > Nutritional sciences
order,eskabide,Economic Sciences > Organization and management of enterprises
order,ordena,Mathematics > Algebra
order,ordena,Medical Sciences > Microbiology
outcome,emaitza,Medical Sciences > Pharmacology
outcome,erantzun-aldagai,Mathematics > Statistics
outcome,emaitza,Mathematics > Analysis and functional analysis
output,ekoizpen,Economic Sciences > Economic theory
output, produkzio,Economic Sciences > Economic theory
output,ekoizpen,Technological Sciences > Environmental technology and engineering
output, produkzio,Technological Sciences > Environmental technology and engineering
output,irteera,Technological Sciences > Computer technology
output,emaitza,Technological Sciences > Projects
output, output,Technological Sciences > Projects
output,irteera,Technological Sciences > Electrical technology and engineering
output,irteera,Technological Sciences > Telecommunications technology
output,irteera,Technological Sciences > Electronic technology
output,irteera,Technological Sciences > Instrumentation technology
oxidizing agent,oxidatzaile,Chemistry > Organic chemistry
oxidizing agent,agente oxidatzaile,Technological Sciences > Environmental technology and engineering
oxidizing agent, oxidatzaile,Technological Sciences > Environmental technology and engineering
oxidizing agent,agente oxidatzaile,Life sciences > Microbiology
packed column,zutabe paketatu,Chemistry > Analytical chemistry
packed column,dorre bete,Technological Sciences > Environmental technology and engineering
packed column, zutabe bete,Technological Sciences > Environmental technology and engineering
packing,paketatze,Chemistry > Analytical chemistry
packing,enbalaje,Economic Sciences > Organization and management of enterprises
packing,betegarri,Technological Sciences > Environmental technology and engineering
packing,paketatze,Life sciences > Biochemistry and Molecular Biology
parallel line,lerro paralelo,Technological Sciences > Industrial technology
parallel line,zuzen paralelo,Mathematics > Analysis and functional analysis
parallelepiped,paralelepipedo,Technological Sciences > Construction technology
parallelepiped,paralepipedo,Technological Sciences > Industrial technology
parallelepiped,paralelepipedo,Technological Sciences > Mechanical engineering and technology
parallelepiped,paralelepipedo,Mathematics > Analysis and functional analysis
paraxial approximation,Gauss-en hurbilketa,Physics > Electro-magnetism
paraxial approximation, optika paraxial,Physics > Electro-magnetism
paraxial approximation,hurbilketa paraxial,Physics > Optics
partition,trenkada,Technological Sciences > Construction technology
partition,banatze,Medical Sciences > Pharmaceutical Technology
partition,partiketa,Mathematics > Topology
partition,partiketa,Mathematics > Analysis and functional analysis
partition,banaketa,Chemistry > Analytical chemistry
partition,partiketa,Mathematics > Algebra
partition coefficient,banaketa-koefiziente,Chemistry > Organic chemistry
partition coefficient, partizio-koefiziente,Chemistry > Organic chemistry
partition coefficient,banaketa-erlazio,Chemistry > Analytical chemistry
partition coefficient,banaketa-koefiziente,Medical Sciences > Pharmaceutical Technology
partition coefficient,banaketa-koefiziente,Life sciences > Biochemistry and Molecular Biology
path,ibilbide,Physics > Fluids (physics of)
path,ibilbide,Technological Sciences > Electronic technology
path,bide,Physics > Electro-magnetism
path, ibilbide,Physics > Electro-magnetism
path,ibilbide,Physics > Mechanics
path,bide,Mathematics > Analysis and functional analysis
path,bide,Mathematics > Topology
patient,gaixo,Medical Sciences > Pharmaceutical Technology
patient,gaixo,Medical Sciences > Pharmacology
patient,paziente,Medical Sciences > Microbiology
pattern,patroi,Technological Sciences > Computer technology
pattern,eredu,Medical Sciences > Pharmacology
pattern,txantiloi,Technological Sciences > Mechanical engineering and technology
pattern,txantiloi,Technological Sciences > Industrial technology
PE,paritate-errore,Technological Sciences > Computer technology
PE,polietileno,Technological Sciences > Electrical technology and engineering
peak value,balio maximo,Technological Sciences > Electrical technology and engineering
peak value, gehieneko balio,Technological Sciences > Electrical technology and engineering
peak value,gailur-balio,Physics > Electro-magnetism
phase,fase,Medical Sciences > Pharmaceutical Technology
phase,fase,Technological Sciences > Electrical technology and engineering
phase,irabiagailu birakari,Technological Sciences > Environmental technology and engineering
phase, fase,Technological Sciences > Environmental technology and engineering
phase,fase,Physics > General Physics specialities
phase,fase,Physics > Optics
phase,fase,Chemistry > Physical chemistry
phase,argumentu,Mathematics > Analysis and functional analysis
phase,fase,Technological Sciences > Telecommunications technology
phase,fase,Physics > Aplied Physics
phase,fase,Physics > Fluids (physics of)
phase,fase,Physics > Thermodynamics
phase,aldi,Medical Sciences > Pharmacology
phase, fase,Medical Sciences > Pharmacology
phase,fase,Chemistry > Analytical chemistry
phase,fase,Physics > Electro-magnetism
phase difference,desfase,Physics > General Physics specialities
phase difference,fase-diferentzia,Technological Sciences > Telecommunications technology
phase difference,fase-angelu,Physics > Electro-magnetism
phase difference, fase-diferentzia,Physics > Electro-magnetism
phase difference,desfase,Technological Sciences > Electrical technology and engineering
phase difference, fase-diferentzia,Technological Sciences > Electrical technology and engineering
phase difference, transformadore baten desfase,Technological Sciences > Electrical technology and engineering
phase shift,desfase,Technological Sciences > Electrical technology and engineering
phase shift, fase-diferentzia,Technological Sciences > Electrical technology and engineering
phase shift, transformadore baten desfase,Technological Sciences > Electrical technology and engineering
phase shift,fase-lerrakuntza,Physics > Theoretical physics
phase shift,desfase,Technological Sciences > Telecommunications technology
phase shift, fase-aldaketa,Technological Sciences > Telecommunications technology
phase shift,fase-desplazamendu,Physics > Electro-magnetism
phase shift, fase-lerrakuntza,Physics > Electro-magnetism
phase shift, desfase,Physics > Electro-magnetism
phase shift,desfase,Technological Sciences > Environmental technology and engineering
phase shift, fase-diferentzia,Technological Sciences > Environmental technology and engineering
phase transition,fase-aldaketa,Earth and Space Sciences > Geology
phase transition,fase-aldaketa,Physics > General Physics specialities
phase transition,fase-trantsizio,Physics > Thermodynamics
pill,gragea,Medical Sciences > Pharmaceutical Technology
pill,pastilla,Chemistry > Physical chemistry
pill,pilula,Medical Sciences > Pharmacology
pin,pin,Technological Sciences > Computer technology
pin,kabila,Technological Sciences > Mechanical engineering and technology
pin, larako,Technological Sciences > Mechanical engineering and technology
pin, ziri,Technological Sciences > Mechanical engineering and technology
pipeline,exekuzio-hodi,Technological Sciences > Computer technology
pipeline, pipeline,Technological Sciences > Computer technology
pipeline,hoditeria,Technological Sciences > Environmental technology and engineering
pipeline, tutueria,Technological Sciences > Environmental technology and engineering
plane,plano,Mathematics > Algebra
plane,plano,Physics > Optics
plane,plano,Mathematics > Analysis and functional analysis
plane,plano,Physics > General Physics specialities
plane,arrabotatu,Technological Sciences > Mechanical engineering and technology
plane, arrabotaz leundu,Technological Sciences > Mechanical engineering and technology
plane, arrabota,Technological Sciences > Mechanical engineering and technology
plane,plano,Technological Sciences > Construction technology
planning,lan-planifikazio,Technological Sciences > Projects
planning, plangintza,Technological Sciences > Projects
planning,plangintza,Economic Sciences > Organization and management of enterprises
planning, planifikazio,Economic Sciences > Organization and management of enterprises
planning,plangintza,Technological Sciences > Instrumentation technology
planning, planifikazio,Technological Sciences > Instrumentation technology
planning,plan,Technological Sciences > Environmental technology and engineering
planning, egitarau,Technological Sciences > Environmental technology and engineering
plaque-forming units,unitate plaka-sortzaileen kopuru,Medical Sciences > Microbiology
plaque-forming units,unitate plaka-sortzaile,Life sciences > Microbiology
plate,plaka,Earth and Space Sciences > Geology
plate,xafla,Technological Sciences > Industrial technology
plate,plaka,Medical Sciences > Pharmaceutical Technology
plate,plaka,Technological Sciences > Electrical technology and engineering
plate,plaka,Technological Sciences > Construction technology
plate, xafla,Technological Sciences > Construction technology
plate,plaka,Technological Sciences > Environmental technology and engineering
plate,plaka,Physics > Aplied Physics
plate, xafla,Physics > Aplied Physics
plate,xafla,Physics > Fluids (physics of)
plate,plaka,Technological Sciences > Electronic technology
plate,plaka,Physics > Electro-magnetism
plate, xafla,Physics > Electro-magnetism
polar vector,erradio bektore,Mathematics > Analysis and functional analysis
polar vector,bektore polar,Physics > Mechanics
polar vector, erradio bektore,Physics > Mechanics
polar vector, posizio-bektore,Physics > Mechanics
polar vector,bektore polar,Physics > Theoretical physics
polarized wave,polarizaturiko uhin,Physics > Optics
polarized wave,polarizatutako uhin,Physics > Electro-magnetism
pole,polo,Physics > Theoretical physics
pole,polo,Physics > General Physics specialities
pole,zutoin,Technological Sciences > Electrical technology and engineering
pole, polo,Technological Sciences > Electrical technology and engineering
pole,polo,Physics > Electro-magnetism
pole,zutoin,Technological Sciences > Construction technology
pole,polo,Physics > Aplied Physics
pole,polo,Technological Sciences > Environmental technology and engineering
poliovirus,poliomielitisaren birus,Medical Sciences > Microbiology
poliovirus,poliobirus,Life sciences > Microbiology
population,biztanleria,Technological Sciences > Environmental technology and engineering
population, populazioa,Technological Sciences > Environmental technology and engineering
population,populazio,Mathematics > Statistics
population,populazio,Medical Sciences > Pharmacology
population,komunitate,Medical Sciences > Microbiology
population, populazio orokor,Medical Sciences > Microbiology
population,biztanleria,Economic Sciences > General economics
population,populazio,Economic Sciences > Econometrics
position vector,bektore polar,Physics > Mechanics
position vector, erradio bektore,Physics > Mechanics
position vector, posizio-bektore,Physics > Mechanics
position vector,posizio-bektore,Technological Sciences > Construction technology
position vector,posizio bektore,Physics > Aplied Physics
position vector,erradio bektore,Mathematics > Analysis and functional analysis
position vector,posizio-bektore,Physics > Electro-magnetism
potential,potentzial,Physics > Electro-magnetism
potential,potentzial,Physics > Thermodynamics
potential,potentzial,Technological Sciences > Electronic technology
potential, potentzial elektriko,Technological Sciences > Electronic technology
potential,potentzial,Physics > Aplied Physics
potential,potentzial-diferentzia,Life sciences > Animal Biology
potential, tentsio,Life sciences > Animal Biology
potential,potentzial,Chemistry > Analytical chemistry
potential,potentzial,Physics > General Physics specialities
potential,potentzial,Physics > Theoretical physics
power supply,hornidura elektriko,Technological Sciences > Electrical technology and engineering
power supply, elikadura,Technological Sciences > Electrical technology and engineering
power supply, elikatze,Technological Sciences > Electrical technology and engineering
power supply, elikatze elektriko,Technological Sciences > Electrical technology and engineering
power supply,elikadura elektriko,Technological Sciences > Computer technology
power supply,elikadura-iturri,Physics > Thermodynamics
power supply,elikadura,Technological Sciences > Electronic technology
power supply, elikadura-iturri,Technological Sciences > Electronic technology
power supply, elikatze-iturri,Technological Sciences > Electronic technology
process,prozesu,Technological Sciences > Projects
process, izapidetu,Technological Sciences > Projects
process,prozesu,Economic Sciences > Organization and management of enterprises
process,prozesatu,Technological Sciences > Environmental technology and engineering
process, prozesu,Technological Sciences > Environmental technology and engineering
process,prozesu,Chemistry > Analytical chemistry
process,prozesu,Physics > Electro-magnetism
process,prozesatu,Technological Sciences > Computer technology
process, tratatu,Technological Sciences > Computer technology
process, prozesu,Technological Sciences > Computer technology
process,prozesatu,Technological Sciences > Telecommunications technology
process,prozesu,Physics > Aplied Physics
process,prozesu,Medical Sciences > Pharmaceutical Technology
process,prozesu,Technological Sciences > Instrumentation technology
production capacity,ekoizpen-ahalmen,Economic Sciences > Organization and management of enterprises
