basque,spanish,context
formula,fórmula,Mathematics > Analysis and functional analysis
formula,fórmula leucocitária,Life sciences > Human physiology
formula,fórmula,Mathematics > Algebra
formula,fórmula,Physics > Electro-magnetism
formula,fórmula,Juridical Sciences & Law > Roman law
foru,fuero,Juridical Sciences & Law > Civil law
foru,fuero,Juridical Sciences & Law > Procedural law
foru,foral,Juridical Sciences & Law > Constitutional law
froga,prueba,Mathematics > Analysis and functional analysis
froga,prueba,Juridical Sciences & Law > Labour and Social Security law
froga,prueba,Physics > Electronics
froga,prueba,Juridical Sciences & Law > Procedural law
froga,prueba,Juridical Sciences & Law > Law Philosophy
froga,evidencia,Technological Sciences > Environmental technology and engineering
froga, prueba,Technological Sciences > Environmental technology and engineering
froga,demostración,Mathematics > Algebra
froga,evidencia,Physics > Electro-magnetism
froga, prueba,Physics > Electro-magnetism
frogaketa,comprobación,Juridical Sciences & Law > Law Philosophy
frogaketa,prueba,Juridical Sciences & Law > Roman law
frogatu,demostrar,Mathematics > Analysis and functional analysis
frogatu, probar,Mathematics > Analysis and functional analysis
frogatu,acreditar,Juridical Sciences & Law > Finance law
frogatu,probar,Juridical Sciences & Law > Constitutional law
frogatu,probar,Juridical Sciences & Law > Labour and Social Security law
fruktosa,fruktosa,Medical Sciences > Pharmaceutical Technology
fruktosa,fructosa,Life sciences > Biochemistry and Molecular Biology
funts,fundamento,Juridical Sciences & Law > Labour and Social Security law
funts,fondo,Juridical Sciences & Law > Finance law
funts,fondo,Economic Sciences > General economics
funts,fondo,Economic Sciences > Economic accounting
funts propio,recurso propio,Economic Sciences > Economic accounting
funts propio,fondo propio,Economic Sciences > Organization and management of enterprises
funtzio sinusoidal,función senoidal,Mathematics > Analysis and functional analysis
funtzio sinusoidal,función sinusoidal,Technological Sciences > Electrical technology and engineering
funtzio sinusoidal,función sinusoidal,Technological Sciences > Telecommunications technology
fusio-bero,calor de fusión,Technological Sciences > Environmental technology and engineering
fusio-bero,entalpía de fusión,Chemistry > Physical chemistry
gabezia,déficit,Technological Sciences > Environmental technology and engineering
gabezia, escasez,Technological Sciences > Environmental technology and engineering
gabezia,carencia,Medical Sciences > Pharmacology
gabezia,carencia,Education sciences
gabezia, privación,Education sciences
gai,tema,Juridical Sciences & Law > Constitutional law
gai,término,Physics > General Physics specialities
gai,término,Mathematics > Analysis and functional analysis
gailur,cima,Technological Sciences > Construction technology
gailur, cumbre,Technological Sciences > Construction technology
gailur,cima,Technological Sciences > Environmental technology and engineering
gailur, cumbre,Technological Sciences > Environmental technology and engineering
gailur,pico,Physics > Electro-magnetism
gailur,pico,Chemistry > Analytical chemistry
gailur,cima,Technological Sciences > Computer technology
gainbalio,plusvalía,Juridical Sciences & Law > Finance law
gainbalio,plusvalía,Economic Sciences > Economic accounting
gainbalio,sobrevalor,Economic Sciences > Organization and management of enterprises
gaitasun,competencia,Juridical Sciences & Law > Law Philosophy
gaitasun,capacidad,Juridical Sciences & Law > Labour and Social Security law
gaitasun,capacidad,Juridical Sciences & Law > Constitutional law
gaitasun,capacidad,Medical Sciences > Pharmacology
gaitasun,competencia,Technological Sciences > Projects
gaitasun,capacidad,Juridical Sciences & Law > Administrative law
gaixo,enfermo,Medical Sciences > Pharmacology
gaixo,paciente,Medical Sciences > Pharmaceutical Technology
galdeketa,cuestionario,Technological Sciences > Instrumentation technology
galdeketa, encuesta,Technological Sciences > Instrumentation technology
galdeketa,interrogatorio,Juridical Sciences & Law > Procedural law
galdeketa,encuesta,Technological Sciences > Computer technology
galdeketa, escrutinio,Technological Sciences > Computer technology
galdeketa, polling,Technological Sciences > Computer technology
galdeketa, sondeo,Technological Sciences > Computer technology
galga,calibre,Technological Sciences > Mechanical engineering and technology
galga, galga,Technological Sciences > Mechanical engineering and technology
galga,nivel,Technological Sciences > Construction technology
gandor,penacho,Technological Sciences > Chemical technology and engineering
gandor,columna de humo,Technological Sciences > Environmental technology and engineering
gandor, penacho,Technological Sciences > Environmental technology and engineering
gandor, pluma,Technological Sciences > Environmental technology and engineering
gandor,cresta,Earth and Space Sciences > Metereology and Oceanography
gandor, ola rompiente,Earth and Space Sciences > Metereology and Oceanography
gantz,grasa,Medical Sciences > Pharmaceutical Technology
gantz,grasa,Technological Sciences > Environmental technology and engineering
gantz,lipido,Life sciences > Animal Biology
gantz,grasa,Life sciences > Biochemistry and Molecular Biology
gantz,grasa,Medical Sciences > Pharmacology
gap lotura,unión gap,Life sciences > Human physiology
gap lotura, unión tipo hendidura,Life sciences > Human physiology
gap lotura,conexina,Life sciences > Cell biology
garbiketa,lavado,Technological Sciences > Environmental technology and engineering
garbiketa,aclaramiento,Medical Sciences > Pharmacology
garbiketa,limpieza,Medical Sciences > Pharmaceutical Technology
garo,helecho,Technological Sciences > Environmental technology and engineering
garo,rocío,Earth and Space Sciences > Metereology and Oceanography
garraiatzaile,transportador,Life sciences > Animal Biology
garraiatzaile,transportador,Life sciences > Biochemistry and Molecular Biology
garraiatzaile,vehiculo,Medical Sciences > Pharmaceutical Technology
gas fase,fase gaseosa,Chemistry > Physical chemistry
gas fase,fase gas,Technological Sciences > Environmental technology and engineering
gastu orokor,gasto general,Economic Sciences > Economic accounting
gastu orokor,gastos generales,Technological Sciences > Projects
GEEH,CEDH,Juridical Sciences & Law > Constitutional law
GEEH, Convenio europeo de derechos humanos,Juridical Sciences & Law > Constitutional law
GEEH,Convenio Europeo de Derechos Humanos,Juridical Sciences & Law > Procedural law
gehiegizko eskari,exceso de demanda,Economic Sciences > Economic theory
gehiegizko eskari,plus petición,Juridical Sciences & Law > Roman law
gehigarri,enmienda,Juridical Sciences & Law > Constitutional law
gehigarri,aditivo,Technological Sciences > Food technology
gehikuntza,incremento,Mathematics > Analysis and functional analysis
gehikuntza,agregación,Economic Sciences > Economic accounting
gehikuntza,incremento,Technological Sciences > Electronic technology
gehikuntza,incremento,Medical Sciences > Pharmaceutical Technology
gehikuntza,incremento,Mathematics > Operations research
gerorapen,diferimiento,Economic Sciences > Economic accounting
gerorapen,aplazamiento,Juridical Sciences & Law > Finance law
geroratu,diferir,Economic Sciences > Economic accounting
geroratu,aplazar,Juridical Sciences & Law > Finance law
gertaera,evento,Technological Sciences > Computer technology
gertaera,suceso,Mathematics > Statistics
gertaera,evento,Technological Sciences > Environmental technology and engineering
gertaera,suceso,Technological Sciences > Projects
gertakari,suceso,Technological Sciences > Projects
gertakari,hecho,Juridical Sciences & Law > Constitutional law
gertakari, suceso,Juridical Sciences & Law > Constitutional law
gertakari,fenómeno,Technological Sciences > Environmental technology and engineering
gertakari,suceso,Juridical Sciences & Law > Law Philosophy
geruza,capa,Physics > Fluids (physics of)
geruza,envuelta,Life sciences > Microbiology
geruza,capa,Technological Sciences > Electronic technology
geruza,envuelta,Medical Sciences > Microbiology
geruza,capa,Physics > Electro-magnetism
geruza,capa,Earth and Space Sciences > Geology
geruza,capa,Physics > General Physics specialities
geruza,capa,Medical Sciences > Pharmaceutical Technology
geruza,capa,Technological Sciences > Environmental technology and engineering
Giza Eskubideen Europako Hitzarmena,CEDH,Juridical Sciences & Law > Constitutional law
Giza Eskubideen Europako Hitzarmena, Convenio europeo de derechos humanos,Juridical Sciences & Law > Constitutional law
Giza Eskubideen Europako Hitzarmena,Convenio Europeo de Derechos Humanos,Juridical Sciences & Law > Procedural law
gizaki,humano,Juridical Sciences & Law > Law Philosophy
gizaki,Homo sapiens,Life sciences > Cell biology
gizaki, ser humano,Life sciences > Cell biology
gizaki,persona,Juridical Sciences & Law > Roman law
gizaki, ser humano,Juridical Sciences & Law > Roman law
gizaki,persona,Juridical Sciences & Law > Constitutional law
gizaki,humano,Life sciences > Animal Biology
glukosa,glucosa,Medical Sciences > Pharmacology
glukosa,glucosa,Life sciences > Biochemistry and Molecular Biology
glukosa,glucosa,Medical Sciences > Pharmaceutical Technology
glukosa,glukosa,Life sciences > Animal Biology
glukosa,glucosa,Technological Sciences > Environmental technology and engineering
goitiko bista,planta,Technological Sciences > Environmental technology and engineering
goitiko bista, vista superior,Technological Sciences > Environmental technology and engineering
goitiko bista,planta,Technological Sciences > Projects
goitiko bista,planta,Technological Sciences > Industrial technology
goitiko bista, vista superior,Technological Sciences > Industrial technology
goitiko bista,vista en planta,Technological Sciences > Mechanical engineering and technology
goitiko bista, vista superior,Technological Sciences > Mechanical engineering and technology
goragune,peralte,Physics > Aplied Physics
goragune,altozano,Earth and Space Sciences > Geology
gordailu,depósito,Juridical Sciences & Law > Finance law
gordailu,depósito,Juridical Sciences & Law > Roman law
gordailu,contenedor,Physics > Thermodynamics
gordailu, recipiente,Physics > Thermodynamics
gordailu,reservorio,Technological Sciences > Environmental technology and engineering
gordailu, depósito,Technological Sciences > Environmental technology and engineering
gordailu,depósito,Economic Sciences > Economic accounting
gordailu,depósito,Economic Sciences > Economic theory
gordailu,reservorio,Medical Sciences > Microbiology
gordailu,depósito,Juridical Sciences & Law > Civil law
gordailu,reservorio,Earth and Space Sciences > Geology
gordailu,depósito,Economic Sciences > Organization and management of enterprises
gordailu,depósito,Economic Sciences > General economics
gordailu,reservorio,Medical Sciences > Pharmaceutical Technology
gorotz,deposición,Technological Sciences > Environmental technology and engineering
gorotz, excremento,Technological Sciences > Environmental technology and engineering
gorotz,hez,Life sciences > Animal Biology
gorputz-uhin,onda interna,Earth and Space Sciences > Geology
gorputz-uhin,onda de volumen,Technological Sciences > Environmental technology and engineering
gozamen,disfrute,Juridical Sciences & Law > Labour and Social Security law
gozamen,usufructo,Juridical Sciences & Law > Civil law
gozamen,disfrute,Juridical Sciences & Law > Finance law
grabitate-indar,fuerza de gravedad,Physics > Mechanics
grabitate-indar, fuerza gravitacional,Physics > Mechanics
grabitate-indar, interacción gravitacional,Physics > Mechanics
grabitate-indar,fuerza de gravedad,Technological Sciences > Environmental technology and engineering
grabitate-indar, fuerza gravitacional,Technological Sciences > Environmental technology and engineering
grabitate-indar, fuerza gravitatoria,Technological Sciences > Environmental technology and engineering
grabitate-indar, gravedad,Technological Sciences > Environmental technology and engineering
grabitate-indar,fuerza gravitatoria,Physics > Aplied Physics
grabitazio,gravitación,Physics > Aplied Physics
grabitazio,fuerza de gravedad,Physics > Mechanics
grabitazio, fuerza gravitacional,Physics > Mechanics
grabitazio, interacción gravitacional,Physics > Mechanics
grabitazio,gravitación,Physics > General Physics specialities
grabitazio,fuerza de gravedad,Technological Sciences > Environmental technology and engineering
grabitazio, fuerza gravitacional,Technological Sciences > Environmental technology and engineering
grabitazio, fuerza gravitatoria,Technological Sciences > Environmental technology and engineering
grabitazio, gravedad,Technological Sciences > Environmental technology and engineering
grabitazio,gravitación,Technological Sciences > Construction technology
gradu,grado personal,Juridical Sciences & Law > Administrative law
gradu,grado,Chemistry > Physical chemistry
gradu,grado de un polinomio,Mathematics > Analysis and functional analysis
gradu, grado del polinomio,Mathematics > Analysis and functional analysis
gradu,grado,Medical Sciences > Pharmaceutical Technology
gradu,grado,Physics > General Physics specialities
gradu,grado,Physics > Electro-magnetism
gradu,grado,Medical Sciences > Pharmacology
granulu,grano,Life sciences > Cell biology
granulu,gránulo,Technological Sciences > Environmental technology and engineering
gune,lugar,Education sciences
gune, punto,Education sciences
gune,área,Medical Sciences > Pharmacology
gune,ámbito,Technological Sciences > Projects
guraso,progenitor,Education sciences
guraso, progenitora,Education sciences
guraso,padre,Technological Sciences > Computer technology
gurasotasun,parentalidad,Education sciences
gurasotasun,paternidad,Juridical Sciences & Law > Civil law
hari,hilo,Technological Sciences > Electrical technology and engineering
hari,filete de rosca,Technological Sciences > Mechanical engineering and technology
hari,rosca,Technological Sciences > Industrial technology
hari,hilo,Physics > Aplied Physics
hari,cable,Physics > Electro-magnetism
hari, hilo,Physics > Electro-magnetism
hari,hilo,Technological Sciences > Computer technology
harilkatu,bobinar,Physics > Aplied Physics
harilkatu,arrollamiento,Technological Sciences > Electrical technology and engineering
harilkatu, bobinado,Technological Sciences > Electrical technology and engineering
harilkatu, devanado,Technological Sciences > Electrical technology and engineering
harilkatu, devanar,Technological Sciences > Electrical technology and engineering
harizpi,filamento,Technological Sciences > Electrical technology and engineering
harizpi,filamento,Physics > General Physics specialities
harizpi,fibra,Life sciences > Cell biology
harizpi, filamento,Life sciences > Cell biology
harizpi,hebra,Life sciences > Biochemistry and Molecular Biology
harizpi,filamento,Physics > Electro-magnetism
harrera,acogimiento,Education sciences
harrera,acogimento,Juridical Sciences & Law > Civil law
harrera,recepción,Juridical Sciences & Law > Administrative law
harrera,recepción,Life sciences > Animal Biology
harrera,vestíbulo,Technological Sciences > Projects
harrikatz,carbón bituminoso,Technological Sciences > Chemical technology and engineering
harrikatz, hulla bituminosa,Technological Sciences > Chemical technology and engineering
harrikatz,carbón,Technological Sciences > Environmental technology and engineering
harrikatz, carbón mineral,Technological Sciences > Environmental technology and engineering
hartzaile, receptora,Juridical Sciences & Law > Labour and Social Security law
hartzaile, receptor,Juridical Sciences & Law > Labour and Social Security law
hartzaile,acreedor,Juridical Sciences & Law > Finance law
hartzaile,receptor,Technological Sciences > Electrical technology and engineering
hartzaile,receptor,Technological Sciences > Telecommunications technology
hartzaile,acreedor,Juridical Sciences & Law > Civil law
hartzaile, acreedora,Juridical Sciences & Law > Civil law
hartzaile,receptor,Technological Sciences > Environmental technology and engineering
hartzaile,receptor,Physics > Electro-magnetism
hartzaile,receptor,Life sciences > Human physiology
hartzaile,receptor,Physics > Aplied Physics
hartzaile,tomador,Economic Sciences > Economic accounting
hartzaile,aceptor,Technological Sciences > Electronic technology
hartzaile, aceptor de electrones,Technological Sciences > Electronic technology
hartzaile, receptor,Technological Sciences > Electronic technology
hartzaile,destinataria,Education sciences
hartzaile, destinatario,Education sciences
hartzaile,receptor,Medical Sciences > Pharmacology
hartzaile,receptor,Technological Sciences > Computer technology
hartzaile, receptor de datos,Technological Sciences > Computer technology
hartzaile,receptor,Life sciences > Biochemistry and Molecular Biology
haur,niño,Medical Sciences > Pharmacology
haur,menor,Education sciences
hauskortasun,fragilidad,Technological Sciences > Mechanical engineering and technology
hauskortasun,friabilidad,Medical Sciences > Pharmaceutical Technology
hauskortasun,fragilidad,Technological Sciences > Environmental technology and engineering
hauspeatu,precipitado,Technological Sciences > Environmental technology and engineering
hauspeatu,precipitar,Chemistry > Analytical chemistry
haustura,fractura,Technological Sciences > Construction technology
haustura, rotura,Technological Sciences > Construction technology
haustura, ruptura,Technological Sciences > Construction technology
haustura,ruptura,Medical Sciences > Pharmaceutical Technology
haustura,fractura,Technological Sciences > Mechanical engineering and technology
haustura, rotura,Technological Sciences > Mechanical engineering and technology
haustura,rotura,Technological Sciences > Industrial technology
haustura,rotura,Technological Sciences > Environmental technology and engineering
haustura, ruptura,Technological Sciences > Environmental technology and engineering
haustura,ruptura,Technological Sciences > Electronic technology
haustura,ruptura,Juridical Sciences & Law > Constitutional law
haustura,fractura,Medical Sciences > Pharmacology
hautabide,opción,Juridical Sciences & Law > Constitutional law
hautabide,alternativa,Physics > General Physics specialities
hazkuntza,cultivo,Life sciences > Animal Biology
hazkuntza,crecimiento,Technological Sciences > Electronic technology
hazkuntza,cultivo,Medical Sciences > Microbiology
hazkuntza,crecimiento,Education sciences
hazkuntza,crecimiento,Technological Sciences > Environmental technology and engineering
hazkuntza,cultivo,Life sciences > Biochemistry and Molecular Biology
hazkuntza,cultivo,Life sciences > Cell biology
hazkuntza, cultivo celular,Life sciences > Cell biology
hedapen,extensión,Technological Sciences > Computer technology
hedapen, extensión de fichero,Technological Sciences > Computer technology
hedapen,propagación,Physics > Electro-magnetism
hedapen, expansión,Physics > Electro-magnetism
hedapen,propagación,Physics > Optics
hedapen,ampliación,Juridical Sciences & Law > European Union law
hedapen,propagación,Physics > General Physics specialities
hedapen,propagación,Technological Sciences > Telecommunications technology
hedapen,extensión,Life sciences > Microbiology
hedapen,expansión,Economic Sciences > Economic theory
hedapen,propagación,Physics > Aplied Physics
hedatu,propagar,Technological Sciences > Telecommunications technology
hedatu, propagarse,Technological Sciences > Telecommunications technology
hedatu,propagar,Physics > Electro-magnetism
hedatu,extender,Mathematics > Analysis and functional analysis
hematite,hematita,Earth and Space Sciences > Geology
hematite, hematites,Earth and Space Sciences > Geology
hematite,hematite,Technological Sciences > Environmental technology and engineering
hematite, oligisto,Technological Sciences > Environmental technology and engineering
herri-akzio,acción popular,Juridical Sciences & Law > Procedural law
herri-akzio,acción pública,Juridical Sciences & Law > Administrative law
herri-lan,obras públicas,Technological Sciences > Environmental technology and engineering
herri-lan,obra pública,Technological Sciences > Projects
herri-lan,obra pública,Economic Sciences > Economic accounting
herri-lan,obra,Technological Sciences > Electrical technology and engineering
herri-ogasun,haciendo pública,Juridical Sciences & Law > Constitutional law
herri-ogasun,hacienda,Juridical Sciences & Law > Finance law
hesi,verja,Technological Sciences > Projects
hesi,barrera,Medical Sciences > Pharmacology
hesi,barrera,Technological Sciences > Computer technology
hesi,barrera,Juridical Sciences & Law > Constitutional law
hesi,reja,Technological Sciences > Environmental technology and engineering
higadura,erosion,Earth and Space Sciences > Geology
higadura,erosión,Medical Sciences > Pharmaceutical Technology
higadura,desgaste,Technological Sciences > Mechanical engineering and technology
higadura,erosión,Technological Sciences > Environmental technology and engineering
higakin,derribio,Technological Sciences > Environmental technology and engineering
higakin, escombro,Technological Sciences > Environmental technology and engineering
higakin,derrubio,Earth and Space Sciences > Geology
hilkortasun-tasa,tasa de mortalidad,Medical Sciences > Public health
hilkortasun-tasa,mortalidad,Medical Sciences > Microbiology
hipoteka,hipoteca,Juridical Sciences & Law > Roman law
hipoteka,hipoteka,Juridical Sciences & Law > Civil law
hipoteka,hipoteca,Economic Sciences > Organization and management of enterprises
hitzarmen,confirmación,Technological Sciences > Computer technology
hitzarmen,convenio,Juridical Sciences & Law > Labour and Social Security law
hitzarmen,convenio,Technological Sciences > Projects
hitzarmen,convenio,Juridical Sciences & Law > Constitutional law
hitzarmen,acuerdo,Economic Sciences > Economic accounting
hitzarmen, convenio,Economic Sciences > Economic accounting
hitzarmen,acuerdo,Juridical Sciences & Law > International law
hitzarmen, convenio,Juridical Sciences & Law > International law
hitzarmen, tratado,Juridical Sciences & Law > International law
hitzarmen, acuerdo,Juridical Sciences & Law > International law
hitzarmen, compromiso,Juridical Sciences & Law > International law
hitzarmen,convenio,Juridical Sciences & Law > Roman law
hobari,ventaja,Economic Sciences > Economic accounting
hobari,mejora,Juridical Sciences & Law > Labour and Social Security law
hobari,bonificación,Juridical Sciences & Law > Finance law
hobari,bonificación,Economic Sciences > Organization and management of enterprises
hobari,bonificación,Economic Sciences > General economics
hobi,nicho,Technological Sciences > Electrical technology and engineering
hobi,drenador,Technological Sciences > Electronic technology
hobi,sumidero,Technological Sciences > Environmental technology and engineering
hobi, yacimiento,Technological Sciences > Environmental technology and engineering
hobi,encía,Medical Sciences > Dentistry
hodi,conducto,Technological Sciences > Environmental technology and engineering
hodi, tubo,Technological Sciences > Environmental technology and engineering
hodi,tubo,Chemistry > Physical chemistry
hodi,conducto,Physics > Fluids (physics of)
hodi, tubo,Physics > Fluids (physics of)
hodi,conducto,Technological Sciences > Electronic technology
hodi,tubo,Technological Sciences > Electrical technology and engineering
hodi,conducto,Technological Sciences > Mechanical engineering and technology
hodi,tubo,Medical Sciences > Pharmaceutical Technology
hondakin-ur,agua residual,Technological Sciences > Environmental technology and engineering
hondakin-ur,agua residual,Life sciences > Microbiology
hondakin-ur,residuo acuoso,Chemistry > Analytical chemistry
hondamen,ruína,Juridical Sciences & Law > Civil law
hondamen,destrucción,Medical Sciences > Pharmacology
hondar,residuo,Economic Sciences > Econometrics
hondar,residuo,Life sciences > Biochemistry and Molecular Biology
hondar, resto,Life sciences > Biochemistry and Molecular Biology
hondar,resto,Mathematics > Algebra
hondar,rechazo,Technological Sciences > Environmental technology and engineering
hondar, residuo,Technological Sciences > Environmental technology and engineering
hondar, arena,Technological Sciences > Environmental technology and engineering
hondar,residuo,Mathematics > Statistics
hondar,resto,Life sciences > Animal Biology
hondar,resto,Chemistry > Physical chemistry
hondar,residuo,Mathematics > Analysis and functional analysis
hondar, resto,Mathematics > Analysis and functional analysis
hondar,residuo,Medical Sciences > Pharmaceutical Technology
hondo-errauts,ceniza de fondo de horno,Technological Sciences > Chemical technology and engineering
hondo-errauts,cenizas de fondo,Technological Sciences > Environmental technology and engineering
hormona antidiuretiko,hormona antidiurética,Life sciences > Human physiology
hormona antidiuretiko,hormona antidiurética,Life sciences > Animal Biology
hormona antidiuretiko, vasopresina,Life sciences > Animal Biology
hormona antidiuretiko,vasopresina,Life sciences > Biochemistry and Molecular Biology
hornitu,suministrar,Juridical Sciences & Law > Administrative law
hornitu,abastecer,Juridical Sciences & Law > Finance law
hornitu,suministrar,Technological Sciences > Electrical technology and engineering
hornitzaile,suministrador,Technological Sciences > Projects
hornitzaile,proveedor,Technological Sciences > Electronic technology
hornitzaile,proveedor,Technological Sciences > Electrical technology and engineering
hornitzaile, suministrador,Technological Sciences > Electrical technology and engineering
hornitzaile,proveedor,Medical Sciences > Pharmaceutical Technology
hornitzaile,proveedor,Economic Sciences > Organization and management of enterprises
hornitzaile, suministrador,Economic Sciences > Organization and management of enterprises
hurrenkera,orden,Juridical Sciences & Law > Constitutional law
hurrenkera, sucesión,Juridical Sciences & Law > Constitutional law
hurrenkera,disposición,Juridical Sciences & Law > Civil law
hustuketa,barrenado,Technological Sciences > Industrial technology
hustuketa, vaciado,Technological Sciences > Industrial technology
hustuketa,vaciamiento,Medical Sciences > Pharmacology
huts,vacío,Physics > General Physics specialities
huts,error,Medical Sciences > Pharmacology
huts, fallo,Medical Sciences > Pharmacology
huts,vacío,Physics > Electro-magnetism
huts,vacío,Technological Sciences > Environmental technology and engineering
hutsaltze,rescisión,Juridical Sciences & Law > Civil law
hutsaltze,desvanecimiento,Technological Sciences > Telecommunications technology
hutsegite,fallo,Technological Sciences > Computer technology
hutsegite,falta,Juridical Sciences & Law > Constitutional law
hutsune,espacio,Technological Sciences > Computer technology
hutsune,laguna,Juridical Sciences & Law > Administrative law
hutsune,laguna,Juridical Sciences & Law > Law Philosophy
hutsune,laguna,Juridical Sciences & Law > Constitutional law
hutsune,electrón-hueco,Technological Sciences > Electronic technology
hutsune, hueco,Technological Sciences > Electronic technology
hutsune, hueco de electrón,Technological Sciences > Electronic technology
I motako errore,error de tipo I,Mathematics > Statistics
I motako errore,error tipo I,Economic Sciences > Econometrics
ibilbide,trayectoria,Physics > Mechanics
ibilbide,trayectoria,Physics > General Physics specialities
ibilbide,trayectoria,Technological Sciences > Mechanical engineering and technology
ibilbide,itinerario,Technological Sciences > Construction technology
ibilbide,trayectoria,Physics > Aplied Physics
ibilbide,trayectoria,Physics > Fluids (physics of)
ibilbide,camino,Physics > Thermodynamics
ibilbide, trayectoria,Physics > Thermodynamics
ibilbide,trayectoria,Technological Sciences > Electronic technology
ibilbide,trayectoria,Physics > Electro-magnetism
ibilbide,trayectoria,Mathematics > Analysis and functional analysis
ibiltarte,rango,Economic Sciences > Econometrics
ibiltarte,carrera,Technological Sciences > Mechanical engineering and technology
ibiltarte, recorrido,Technological Sciences > Mechanical engineering and technology
igorle,emisor,Technological Sciences > Telecommunications technology
igorle, transmisor,Technological Sciences > Telecommunications technology
igorle,emisor de datos,Technological Sciences > Computer technology
igorle, transmisor,Technological Sciences > Computer technology
igorle,emisor,Physics > Aplied Physics
igorle,emisor,Physics > Electro-magnetism
igorle,emisor,Technological Sciences > Electronic technology
igorle,emisor,Technological Sciences > Environmental technology and engineering
igorle, fuente,Technological Sciences > Environmental technology and engineering
igorle,remitente,Juridical Sciences & Law > Civil law
igorpen,emisión,Medical Sciences > Medical diagnostic and Treatment Technology
igorpen,emisión,Chemistry > Analytical chemistry
igorpen,emisión,Technological Sciences > Environmental technology and engineering
igorpen, vertido,Technological Sciences > Environmental technology and engineering
igorpen,envío,Juridical Sciences & Law > Labour and Social Security law
igorpen,emisión,Technological Sciences > Telecommunications technology
igorpen, transmisión,Technological Sciences > Telecommunications technology
igorpen,emisión,Physics > General Physics specialities
igorpen,emisión,Physics > Theoretical physics
igorpen,emisión,Physics > Electro-magnetism
II motako errore,error tipo II,Economic Sciences > Econometrics
II motako errore,error de tipo II,Mathematics > Statistics
ikerketa,indagación,Juridical Sciences & Law > Roman law
ikerketa,investigación,Juridical Sciences & Law > Finance law
ikerketa,investigación,Medical Sciences > Pharmacology
ikerketa,investigación,Medical Sciences > Pharmaceutical Technology
ikerketa,investigación,Juridical Sciences & Law > Constitutional law
ikerlan,investigación,Medical Sciences > Pharmaceutical Technology
ikerlan,trabajo de investigación,Life sciences > Biochemistry and Molecular Biology
ikertu,investigar,Juridical Sciences & Law > Labour and Social Security law
ikertu,investigado,Juridical Sciences & Law > Procedural law
ikur,símbolo,Technological Sciences > Construction technology
ikur,símbolo,Technological Sciences > Mechanical engineering and technology
ikur,signo,Mathematics > Analysis and functional analysis
ikusgai,visible,Technological Sciences > Computer technology
ikusgai,radiación visible,Physics > General Physics specialities
ikuskapen,inspección,Juridical Sciences & Law > Administrative law
ikuskapen,inspección,Technological Sciences > Mechanical engineering and technology
ikuskapen,inspección,Medical Sciences > Pharmaceutical Technology
ikuskapen,inspección,Technological Sciences > Projects
ikuskapen,supervisión,Technological Sciences > Telecommunications technology
ikuskapen,inspección,Economic Sciences > Organization and management of enterprises
ikuskapen,inspección,Juridical Sciences & Law > Finance law
ikuskari,inspector,Juridical Sciences & Law > Labour and Social Security law
ikuskari, persona inspectora,Juridical Sciences & Law > Labour and Social Security law
ikuskari,inspector ,Juridical Sciences & Law > Finance law
ikuskari, inspectora,Juridical Sciences & Law > Finance law
ikuskaritza,inspección,Juridical Sciences & Law > Finance law
ikuskaritza,auditoria,Juridical Sciences & Law > Commercial law
ikuskaritza,inspección,Juridical Sciences & Law > Labour and Social Security law
ikuskaritza,supervisión,Education sciences
ikuskaritza,auditoría,Technological Sciences > Environmental technology and engineering
ikuskaritza, inspección,Technological Sciences > Environmental technology and engineering
ikuskaritza,auditoria,Medical Sciences > Nutritional sciences
ikusmen,vista,Physics > Optics
ikusmen,visión,Life sciences > Animal Biology
ikusmen,visión,Medical Sciences > Pharmacology
ikusmen, vista,Medical Sciences > Pharmacology
ikusmen,visión,Medical Sciences > Pharmaceutical Technology
ildo,dirección,Education sciences
ildo,surco gingival,Medical Sciences > Dentistry
ildo, surco periodontal,Medical Sciences > Dentistry
inbertsore,inversor,Economic Sciences > Economic accounting
inbertsore,inversor,Technological Sciences > Electronic technology
inbertsore, puerta lógica NO,Technological Sciences > Electronic technology
inbertsore, puerta lógica NOT,Technological Sciences > Electronic technology
inbertsore,inversor,Technological Sciences > Electrical technology and engineering
inbertsore,inversor ,Economic Sciences > Organization and management of enterprises
inbertsore, inversora,Economic Sciences > Organization and management of enterprises
indar eragile,fuerza activa,Juridical Sciences & Law > Constitutional law
indar eragile,fuerza impulsora,Technological Sciences > Environmental technology and engineering
indar eragile, fuerza motriz,Technological Sciences > Environmental technology and engineering
indar grabitatorio,fuerza de gravedad,Physics > Mechanics
indar grabitatorio, fuerza gravitacional,Physics > Mechanics
indar grabitatorio, interacción gravitacional,Physics > Mechanics
indar grabitatorio,fuerza de gravedad,Technological Sciences > Environmental technology and engineering
indar grabitatorio, fuerza gravitacional,Technological Sciences > Environmental technology and engineering
indar grabitatorio, fuerza gravitatoria,Technological Sciences > Environmental technology and engineering
indar grabitatorio, gravedad,Technological Sciences > Environmental technology and engineering
indar grabitatorio,fuerza gravitatoria,Physics > Aplied Physics
indar intermolekular,fuerza intermolecular,Chemistry > Physical chemistry
indar intermolekular,enlace intermolecular,Technological Sciences > Environmental technology and engineering
indargabetze,atenuación,Medical Sciences > Medical diagnostic and Treatment Technology
indargabetze,atenuación,Medical Sciences > Microbiology
